,Player,Age,Team,Shot Type,FGM,FGA,FG%,X Coordinate,Y Coordinate
1659,Troy Brown Jr.,24,DET,Mid Range,11,23,47.8,10,100
1660,Ty Jerome,26,CLE,Mid Range,1,1,100.0,10,100
1661,TyTy Washington Jr.,22,MIL,Mid Range,1,7,14.3,10,100
1662,Tyler Herro,24,MIA,Mid Range,51,130,39.2,10,100
1663,Tyrese Haliburton,24,IND,Mid Range,81,148,54.7,10,100
1664,Tyrese Maxey,23,PHI,Mid Range,52,148,35.1,10,100
1665,Tyus Jones,28,WAS,Mid Range,39,82,47.6,10,100
1666,Udoka Azubuike,24,PHX,Mid Range,0,0,0.0,10,100
1667,Usman Garuba,22,GSW,Mid Range,0,0,0.0,10,100
1668,Vasilije Micic,30,CHA,Mid Range,25,46,54.3,10,100
1669,Victor Wembanyama,20,SAS,Mid Range,64,190,33.7,10,100
1670,Vince Williams Jr.,23,MEM,Mid Range,3,15,20.0,10,100
1671,Vit Krejci,24,ATL,Mid Range,2,3,66.7,10,100
1672,Walker Kessler,22,UTA,Mid Range,0,3,0.0,10,100
1673,Wendell Carter Jr.,25,ORL,Mid Range,8,16,50.0,10,100
1674,Wendell Moore Jr.,22,MIN,Mid Range,1,2,50.0,10,100
1675,Wenyen Gabriel,27,BOS,Mid Range,0,0,0.0,10,100
1676,Wesley Matthews,37,ATL,Mid Range,1,6,16.7,10,100
1677,Xavier Moon,29,LAC,Mid Range,5,8,62.5,10,100
1678,Xavier Tillman,25,BOS,Mid Range,2,7,28.6,10,100
1679,Yuta Watanabe,29,MEM,Mid Range,2,7,28.6,10,100
1680,Zach Collins,26,SAS,Mid Range,19,52,36.5,10,100
1681,Zach LaVine,29,CHI,Mid Range,30,63,47.6,10,100
1682,Zavier Simpson,27,DET,Mid Range,3,7,42.9,10,100
1683,Zeke Nnaji,23,DEN,Mid Range,0,5,0.0,10,100
1684,Ziaire Williams,22,MEM,Mid Range,15,44,34.1,10,100
1685,Zion Williamson,23,NOP,Mid Range,3,17,17.6,10,100
1686,A.J. Lawson,23,DAL,Left Corner,4,17,23.5,-235,0
1687,AJ Green,24,MIL,Left Corner,12,24,50.0,-235,0
1688,AJ Griffin,20,ATL,Left Corner,1,6,16.7,-235,0
1689,Aaron Gordon,28,DEN,Left Corner,7,29,24.1,-235,0
1690,Aaron Holiday,27,HOU,Left Corner,7,18,38.9,-235,0
1691,Aaron Nesmith,24,IND,Left Corner,25,60,41.7,-235,0
1692,Aaron Wiggins,25,OKC,Left Corner,18,45,40.0,-235,0
1693,Adam Flagler,24,OKC,Left Corner,0,0,0.0,-235,0
1694,Adama Sanogo,22,CHI,Left Corner,0,0,0.0,-235,0
1695,Admiral Schofield,27,ORL,Left Corner,1,2,50.0,-235,0
1696,Al Horford,38,BOS,Left Corner,19,44,43.2,-235,0
1697,Alec Burks,32,NYK,Left Corner,18,51,35.3,-235,0
1698,Aleksej Pokusevski,22,CHA,Left Corner,1,8,12.5,-235,0
1699,Alex Caruso,30,CHI,Left Corner,24,62,38.7,-235,0
1700,Alex Fudge,21,DAL,Left Corner,1,3,33.3,-235,0
1701,Alex Len,31,SAC,Left Corner,0,1,0.0,-235,0
1702,Alondes Williams,25,MIA,Left Corner,0,0,0.0,-235,0
1703,Alperen Sengun,21,HOU,Left Corner,0,1,0.0,-235,0
1704,Amari Bailey,20,CHA,Left Corner,1,1,100.0,-235,0
1705,Amen Thompson,21,HOU,Left Corner,0,6,0.0,-235,0
1706,Amir Coffey,27,LAC,Left Corner,18,43,41.9,-235,0
1707,Andre Drummond,30,CHI,Left Corner,0,0,0.0,-235,0
1708,Andre Jackson Jr.,22,MIL,Left Corner,4,12,33.3,-235,0
1709,Andrew Funk,24,CHI,Left Corner,0,1,0.0,-235,0
1710,Andrew Nembhard,24,IND,Left Corner,13,24,54.2,-235,0
1711,Andrew Wiggins,29,GSW,Left Corner,15,33,45.5,-235,0
1712,Anfernee Simons,25,POR,Left Corner,5,18,27.8,-235,0
1713,Anthony Black,20,ORL,Left Corner,7,20,35.0,-235,0
1714,Anthony Davis,31,LAL,Left Corner,3,17,17.6,-235,0
1715,Anthony Edwards,22,MIN,Left Corner,12,32,37.5,-235,0
1716,Anthony Gill,31,WAS,Left Corner,1,9,11.1,-235,0
1717,Armoni Brooks,26,BKN,Left Corner,0,0,0.0,-235,0
1718,Ashton Hagans,24,POR,Left Corner,1,2,50.0,-235,0
1719,Ausar Thompson,21,DET,Left Corner,5,31,16.1,-235,0
1720,Austin Reaves,26,LAL,Left Corner,10,36,27.8,-235,0
1721,Ayo Dosunmu,24,CHI,Left Corner,20,57,35.1,-235,0
1722,Bam Adebayo,26,MIA,Left Corner,0,1,0.0,-235,0
1723,Ben Sheppard,22,IND,Left Corner,12,34,35.3,-235,0
1724,Ben Simmons,27,BKN,Left Corner,0,0,0.0,-235,0
1725,Bennedict Mathurin,22,IND,Left Corner,6,13,46.2,-235,0
1726,Bilal Coulibaly,19,WAS,Left Corner,18,42,42.9,-235,0
1727,Bismack Biyombo,31,OKC,Left Corner,0,0,0.0,-235,0
1728,Blake Wesley,21,SAS,Left Corner,1,5,20.0,-235,0
1729,Boban Marjanovic,35,HOU,Left Corner,0,0,0.0,-235,0
1730,Bobby Portis,29,MIL,Left Corner,22,58,37.9,-235,0
1731,Bogdan Bogdanovic,31,ATL,Left Corner,28,72,38.9,-235,0
1732,Bojan Bogdanovic,35,NYK,Left Corner,17,45,37.8,-235,0
1733,Bol Bol,24,PHX,Left Corner,7,18,38.9,-235,0
1734,Bones Hyland,23,LAC,Left Corner,4,9,44.4,-235,0
1735,Bradley Beal,31,PHX,Left Corner,15,34,44.1,-235,0
1736,Brandin Podziemski,21,GSW,Left Corner,9,29,31.0,-235,0
1737,Brandon Boston Jr.,22,LAC,Left Corner,3,7,42.9,-235,0
1738,Brandon Clarke,27,MEM,Left Corner,1,1,100.0,-235,0
1739,Brandon Ingram,26,NOP,Left Corner,4,12,33.3,-235,0
1740,Brandon Miller,21,CHA,Left Corner,17,47,36.2,-235,0
1741,Brandon Williams,24,DAL,Left Corner,0,0,0.0,-235,0
1742,Braxton Key,27,DEN,Left Corner,0,1,0.0,-235,0
1743,Brice Sensabaugh,20,UTA,Left Corner,7,20,35.0,-235,0
1744,Brook Lopez,36,MIL,Left Corner,7,23,30.4,-235,0
1745,Bruce Brown,27,TOR,Left Corner,8,22,36.4,-235,0
1746,Bruno Fernando,25,ATL,Left Corner,0,0,0.0,-235,0
1747,Bryce McGowens,21,CHA,Left Corner,3,13,23.1,-235,0
1748,Buddy Boeheim,24,DET,Left Corner,0,1,0.0,-235,0
1749,Buddy Hield,31,PHI,Left Corner,28,63,44.4,-235,0
1750,CJ McCollum,32,NOP,Left Corner,11,26,42.3,-235,0
1751,Cade Cunningham,22,DET,Left Corner,5,20,25.0,-235,0
1752,Caleb Houstan,21,ORL,Left Corner,16,42,38.1,-235,0
1753,Caleb Martin,28,MIA,Left Corner,17,46,37.0,-235,0
1754,Cam Reddish,24,LAL,Left Corner,14,31,45.2,-235,0
1755,Cam Thomas,22,BKN,Left Corner,18,37,48.6,-235,0
1756,Cam Whitmore,19,HOU,Left Corner,9,25,36.0,-235,0
1757,Cameron Johnson,28,BKN,Left Corner,29,64,45.3,-235,0
1758,Cameron Payne,29,PHI,Left Corner,2,12,16.7,-235,0
1759,Caris LeVert,29,CLE,Left Corner,14,43,32.6,-235,0
1760,Cason Wallace,20,OKC,Left Corner,28,61,45.9,-235,0
1761,Cedi Osman,29,SAS,Left Corner,11,24,45.8,-235,0
1762,Charles Bassey,23,SAS,Left Corner,0,0,0.0,-235,0
1763,Charlie Brown Jr.,27,NYK,Left Corner,0,0,0.0,-235,0
1764,Chet Holmgren,22,OKC,Left Corner,10,30,33.3,-235,0
1765,Chimezie Metu,27,DET,Left Corner,6,15,40.0,-235,0
1766,Chris Boucher,31,TOR,Left Corner,4,20,20.0,-235,0
1767,Chris Duarte,27,SAC,Left Corner,11,28,39.3,-235,0
1768,Chris Livingston,20,MIL,Left Corner,1,2,50.0,-235,0
1769,Chris Paul,39,GSW,Left Corner,5,22,22.7,-235,0
1770,Christian Braun,23,DEN,Left Corner,11,34,32.4,-235,0
1771,Christian Wood,28,LAL,Left Corner,5,13,38.5,-235,0
1772,Chuma Okeke,25,ORL,Left Corner,8,13,61.5,-235,0
1773,Clint Capela,30,ATL,Left Corner,0,0,0.0,-235,0
1774,Coby White,24,CHI,Left Corner,22,46,47.8,-235,0
1775,Cody Martin,28,CHA,Left Corner,7,22,31.8,-235,0
1776,Cody Zeller,31,NOP,Left Corner,0,0,0.0,-235,0
1777,Colby Jones,22,SAC,Left Corner,1,6,16.7,-235,0
1778,Cole Anthony,24,ORL,Left Corner,14,35,40.0,-235,0
1779,Cole Swider,25,MIA,Left Corner,3,6,50.0,-235,0
1780,Colin Castleton,24,LAL,Left Corner,0,0,0.0,-235,0
1781,Collin Gillespie,25,DEN,Left Corner,1,2,50.0,-235,0
1782,Collin Sexton,25,UTA,Left Corner,21,44,47.7,-235,0
1783,Corey Kispert,25,WAS,Left Corner,22,58,37.9,-235,0
1784,Cory Joseph,32,GSW,Left Corner,1,5,20.0,-235,0
1785,Craig Porter Jr.,24,CLE,Left Corner,1,3,33.3,-235,0
1786,D'Angelo Russell,28,LAL,Left Corner,18,46,39.1,-235,0
1787,D'Moi Hodge,25,LAL,Left Corner,0,2,0.0,-235,0
1788,D.J. Carton,23,TOR,Left Corner,0,0,0.0,-235,0
1789,D.J. Wilson,28,ORL,Left Corner,0,0,0.0,-235,0
1790,DaQuan Jeffries,26,NYK,Left Corner,1,4,25.0,-235,0
1791,Daishen Nix,22,MIN,Left Corner,0,0,0.0,-235,0
1792,Dalano Banton,24,POR,Left Corner,4,13,30.8,-235,0
1793,Dalen Terry,21,CHI,Left Corner,5,15,33.3,-235,0
1794,Damian Jones,29,CLE,Left Corner,1,3,33.3,-235,0
1795,Damian Lillard,33,MIL,Left Corner,5,21,23.8,-235,0
1796,Daniel Gafford,25,DAL,Left Corner,0,0,0.0,-235,0
1797,Daniel Theis,32,LAC,Left Corner,2,11,18.2,-235,0
1798,Danilo Gallinari,35,MIL,Left Corner,1,3,33.3,-235,0
1799,Danny Green,37,PHI,Left Corner,0,0,0.0,-235,0
1800,Dante Exum,28,DAL,Left Corner,10,25,40.0,-235,0
1801,Danuel House Jr.,31,PHI,Left Corner,2,9,22.2,-235,0
1802,Dario Saric,30,GSW,Left Corner,5,15,33.3,-235,0
1803,Dariq Whitehead,19,BKN,Left Corner,0,1,0.0,-235,0
1804,Darius Bazley,24,UTA,Left Corner,1,3,33.3,-235,0
1805,Darius Garland,24,CLE,Left Corner,11,25,44.0,-235,0
1806,David Duke Jr.,24,SAS,Left Corner,1,2,50.0,-235,0
1807,David Roddy,23,PHX,Left Corner,10,31,32.3,-235,0
1808,Davion Mitchell,25,SAC,Left Corner,14,29,48.3,-235,0
1809,Davis Bertans,31,CHA,Left Corner,9,28,32.1,-235,0
1810,Day'Ron Sharpe,22,BKN,Left Corner,0,0,0.0,-235,0
1811,De'Aaron Fox,26,SAC,Left Corner,25,52,48.1,-235,0
1812,De'Andre Hunter,26,ATL,Left Corner,22,55,40.0,-235,0
1813,De'Anthony Melton,26,PHI,Left Corner,8,22,36.4,-235,0
1814,DeAndre Jordan,35,DEN,Left Corner,0,0,0.0,-235,0
1815,DeJon Jarreau,26,MEM,Left Corner,0,2,0.0,-235,0
1816,DeMar DeRozan,34,CHI,Left Corner,20,45,44.4,-235,0
1817,Dean Wade,27,CLE,Left Corner,12,35,34.3,-235,0
1818,Deandre Ayton,25,POR,Left Corner,0,1,0.0,-235,0
1819,Dejounte Murray,27,ATL,Left Corner,35,81,43.2,-235,0
1820,Delon Wright,32,MIA,Left Corner,3,7,42.9,-235,0
1821,Deni Avdija,23,WAS,Left Corner,13,33,39.4,-235,0
1822,Dennis Schroder,30,BKN,Left Corner,13,38,34.2,-235,0
1823,Dennis Smith Jr.,26,BKN,Left Corner,3,15,20.0,-235,0
1824,Dereck Lively II,20,DAL,Left Corner,0,1,0.0,-235,0
1825,Dereon Seabron,24,NOP,Left Corner,0,1,0.0,-235,0
1826,Derrick Jones Jr.,27,DAL,Left Corner,25,75,33.3,-235,0
1827,Derrick Rose,35,MEM,Left Corner,3,8,37.5,-235,0
1828,Derrick White,29,BOS,Left Corner,17,45,37.8,-235,0
1829,Desmond Bane,26,MEM,Left Corner,14,28,50.0,-235,0
1830,Devin Booker,27,PHX,Left Corner,12,28,42.9,-235,0
1831,Devin Vassell,23,SAS,Left Corner,21,49,42.9,-235,0
1832,Devonte' Graham,29,SAS,Left Corner,1,7,14.3,-235,0
1833,Dexter Dennis,25,DAL,Left Corner,0,0,0.0,-235,0
1834,Dillon Brooks,28,HOU,Left Corner,13,36,36.1,-235,0
1835,Domantas Sabonis,28,SAC,Left Corner,0,2,0.0,-235,0
1836,Dominick Barlow,21,SAS,Left Corner,0,1,0.0,-235,0
1837,Donovan Mitchell,27,CLE,Left Corner,3,13,23.1,-235,0
1838,Donte DiVincenzo,27,NYK,Left Corner,44,106,41.5,-235,0
1839,Dorian Finney-Smith,31,BKN,Left Corner,23,61,37.7,-235,0
1840,Doug McDermott,32,IND,Left Corner,13,34,38.2,-235,0
1841,Draymond Green,34,GSW,Left Corner,6,20,30.0,-235,0
1842,Drew Eubanks,27,PHX,Left Corner,2,2,100.0,-235,0
1843,Drew Peterson,24,BOS,Left Corner,0,1,0.0,-235,0
1844,Dru Smith,26,MIA,Left Corner,1,1,100.0,-235,0
1845,Duncan Robinson,30,MIA,Left Corner,21,57,36.8,-235,0
1846,Duop Reath,28,POR,Left Corner,8,21,38.1,-235,0
1847,Dwight Powell,32,DAL,Left Corner,0,0,0.0,-235,0
1848,Dylan Windler,27,ATL,Left Corner,3,6,50.0,-235,0
1849,Dyson Daniels,21,NOP,Left Corner,6,15,40.0,-235,0
1850,E.J. Liddell,23,NOP,Left Corner,0,0,0.0,-235,0
1851,Emoni Bates,20,CLE,Left Corner,3,4,75.0,-235,0
1852,Eric Gordon,35,PHX,Left Corner,9,26,34.6,-235,0
1853,Eugene Omoruyi,27,WAS,Left Corner,0,2,0.0,-235,0
1854,Evan Fournier,31,DET,Left Corner,8,21,38.1,-235,0
1855,Evan Mobley,23,CLE,Left Corner,3,10,30.0,-235,0
1856,Filip Petrusev,24,PHI,Left Corner,0,0,0.0,-235,0
1857,Frank Ntilikina,25,CHA,Left Corner,0,0,0.0,-235,0
1858,Franz Wagner,22,ORL,Left Corner,6,25,24.0,-235,0
1859,Fred VanVleet,30,HOU,Left Corner,15,28,53.6,-235,0
1860,Furkan Korkmaz,26,PHI,Left Corner,0,2,0.0,-235,0
1861,GG Jackson,19,MEM,Left Corner,17,33,51.5,-235,0
1862,Gabe Vincent,28,LAL,Left Corner,0,2,0.0,-235,0
1863,Garrett Temple,38,TOR,Left Corner,6,15,40.0,-235,0
1864,Garrison Mathews,27,ATL,Left Corner,11,30,36.7,-235,0
1865,Gary Harris,29,ORL,Left Corner,25,59,42.4,-235,0
1866,Gary Payton II,31,GSW,Left Corner,6,21,28.6,-235,0
1867,Gary Trent Jr.,25,TOR,Left Corner,20,52,38.5,-235,0
1868,Georges Niang,31,CLE,Left Corner,24,79,30.4,-235,0
1869,Giannis Antetokounmpo,29,MIL,Left Corner,0,3,0.0,-235,0
1870,Goga Bitadze,24,ORL,Left Corner,0,1,0.0,-235,0
1871,Gordon Hayward,34,OKC,Left Corner,6,16,37.5,-235,0
1872,Gradey Dick,20,TOR,Left Corner,24,47,51.1,-235,0
1873,Grant Williams,25,CHA,Left Corner,19,69,27.5,-235,0
1874,Grayson Allen,28,PHX,Left Corner,48,85,56.5,-235,0
1875,Greg Brown III,22,DAL,Left Corner,0,0,0.0,-235,0
1876,Gui Santos,22,GSW,Left Corner,2,4,50.0,-235,0
1877,Hamidou Diallo,25,WAS,Left Corner,0,0,0.0,-235,0
1878,Harrison Barnes,32,SAC,Left Corner,37,93,39.8,-235,0
1879,Harry Giles III,26,LAL,Left Corner,1,1,100.0,-235,0
1880,Haywood Highsmith,27,MIA,Left Corner,22,47,46.8,-235,0
1881,Henri Drell,24,CHI,Left Corner,1,2,50.0,-235,0
1882,Herbert Jones,25,NOP,Left Corner,23,68,33.8,-235,0
1883,Hunter Tyson,24,DEN,Left Corner,1,1,100.0,-235,0
1884,Ibou Badji,21,POR,Left Corner,0,0,0.0,-235,0
1885,Immanuel Quickley,25,TOR,Left Corner,11,36,30.6,-235,0
1886,Isaac Okoro,23,CLE,Left Corner,21,51,41.2,-235,0
1887,Isaiah Hartenstein,26,NYK,Left Corner,0,0,0.0,-235,0
1888,Isaiah Jackson,22,IND,Left Corner,0,0,0.0,-235,0
1889,Isaiah Joe,24,OKC,Left Corner,26,53,49.1,-235,0
1890,Isaiah Livers,25,DET,Left Corner,3,10,30.0,-235,0
1891,Isaiah Mobley,24,CLE,Left Corner,0,2,0.0,-235,0
1892,Isaiah Stewart,23,DET,Left Corner,9,32,28.1,-235,0
1893,Isaiah Thomas,35,PHX,Left Corner,1,1,100.0,-235,0
1894,Ish Smith,35,CHA,Left Corner,1,1,100.0,-235,0
1895,Ish Wainright,29,PHX,Left Corner,2,3,66.7,-235,0
1896,Ivica Zubac,27,LAC,Left Corner,0,0,0.0,-235,0
1897,Izaiah Brockington,24,NOP,Left Corner,0,0,0.0,-235,0
1898,JD Davison,21,BOS,Left Corner,0,0,0.0,-235,0
1899,JT Thor,21,CHA,Left Corner,6,23,26.1,-235,0
1900,Ja Morant,24,MEM,Left Corner,1,2,50.0,-235,0
1901,JaVale McGee,36,SAC,Left Corner,0,0,0.0,-235,0
1902,Jabari Smith Jr.,21,HOU,Left Corner,13,29,44.8,-235,0
1903,Jabari Walker,21,POR,Left Corner,15,32,46.9,-235,0
1904,Jack White,26,OKC,Left Corner,0,1,0.0,-235,0
1905,Jacob Gilyard,25,BKN,Left Corner,12,19,63.2,-235,0
1906,Jacob Toppin,24,NYK,Left Corner,0,0,0.0,-235,0
1907,Jaden Hardy,21,DAL,Left Corner,13,34,38.2,-235,0
1908,Jaden Ivey,22,DET,Left Corner,15,54,27.8,-235,0
1909,Jaden McDaniels,23,MIN,Left Corner,33,89,37.1,-235,0
1910,Jaden Springer,21,BOS,Left Corner,4,11,36.4,-235,0
1911,Jae Crowder,33,MIL,Left Corner,16,44,36.4,-235,0
1912,Jae'Sean Tate,28,HOU,Left Corner,8,30,26.7,-235,0
1913,Jahmi'us Ramsey,23,TOR,Left Corner,1,2,50.0,-235,0
1914,Jaime Jaquez Jr.,23,MIA,Left Corner,22,59,37.3,-235,0
1915,Jake LaRavia,22,MEM,Left Corner,7,15,46.7,-235,0
1916,Jakob Poltl,28,TOR,Left Corner,0,0,0.0,-235,0
1917,Jalen Brunson,27,NYK,Left Corner,9,21,42.9,-235,0
1918,Jalen Crutcher,24,NOP,Left Corner,0,0,0.0,-235,0
1919,Jalen Duren,20,DET,Left Corner,0,0,0.0,-235,0
1920,Jalen Green,22,HOU,Left Corner,12,29,41.4,-235,0
1921,Jalen Hood-Schifino,21,LAL,Left Corner,0,1,0.0,-235,0
1922,Jalen Johnson,22,ATL,Left Corner,9,29,31.0,-235,0
1923,Jalen McDaniels,26,TOR,Left Corner,2,8,25.0,-235,0
1924,Jalen Pickett,24,DEN,Left Corner,0,0,0.0,-235,0
1925,Jalen Slawson,24,SAC,Left Corner,0,0,0.0,-235,0
1926,Jalen Smith,24,IND,Left Corner,1,6,16.7,-235,0
1927,Jalen Suggs,23,ORL,Left Corner,24,59,40.7,-235,0
1928,Jalen Williams,23,OKC,Left Corner,7,12,58.3,-235,0
1929,Jalen Wilson,23,BKN,Left Corner,4,12,33.3,-235,0
1930,Jamal Cain,25,MIA,Left Corner,2,10,20.0,-235,0
1931,Jamal Murray,27,DEN,Left Corner,9,24,37.5,-235,0
1932,Jamaree Bouyea,25,SAS,Left Corner,0,0,0.0,-235,0
1933,James Bouknight,23,CHA,Left Corner,1,5,20.0,-235,0
1934,James Harden,34,LAC,Left Corner,4,16,25.0,-235,0
1935,James Johnson,37,IND,Left Corner,0,0,0.0,-235,0
1936,James Wiseman,23,DET,Left Corner,0,0,0.0,-235,0
1937,Jarace Walker,20,IND,Left Corner,1,8,12.5,-235,0
1938,Jared Butler,23,WAS,Left Corner,5,8,62.5,-235,0
1939,Jared Rhoden,24,DET,Left Corner,2,7,28.6,-235,0
1940,Jaren Jackson Jr.,24,MEM,Left Corner,6,31,19.4,-235,0
1941,Jarred Vanderbilt,25,LAL,Left Corner,2,7,28.6,-235,0
1942,Jarrett Allen,26,CLE,Left Corner,0,1,0.0,-235,0
1943,Jason Preston,24,UTA,Left Corner,0,1,0.0,-235,0
1944,Javon Freeman-Liberty,24,TOR,Left Corner,3,6,50.0,-235,0
1945,Javonte Green,30,CHI,Left Corner,2,8,25.0,-235,0
1946,Jaxson Hayes,24,LAL,Left Corner,0,0,0.0,-235,0
1947,Jay Huff,26,DEN,Left Corner,0,0,0.0,-235,0
1948,Jaylen Brown,27,BOS,Left Corner,18,46,39.1,-235,0
1949,Jaylen Nowell,24,SAC,Left Corner,0,2,0.0,-235,0
1950,Jaylin Williams,22,OKC,Left Corner,9,23,39.1,-235,0
1951,Jayson Tatum,26,BOS,Left Corner,7,22,31.8,-235,0
1952,Jeff Dowtin Jr.,27,PHI,Left Corner,0,0,0.0,-235,0
1953,Jeff Green,37,HOU,Left Corner,11,33,33.3,-235,0
1954,Jerami Grant,30,POR,Left Corner,21,53,39.6,-235,0
1955,Jeremiah Robinson-Earl,23,NOP,Left Corner,5,11,45.5,-235,0
1956,Jeremy Sochan,21,SAS,Left Corner,13,37,35.1,-235,0
1957,Jericho Sims,25,NYK,Left Corner,0,0,0.0,-235,0
1958,Jermaine Samuels Jr.,25,HOU,Left Corner,0,1,0.0,-235,0
1959,Jerome Robinson,27,GSW,Left Corner,0,3,0.0,-235,0
1960,Jett Howard,20,ORL,Left Corner,0,2,0.0,-235,0
1961,Jevon Carter,28,CHI,Left Corner,16,37,43.2,-235,0
1962,Jimmy Butler,34,MIA,Left Corner,14,33,42.4,-235,0
1963,Jock Landale,28,HOU,Left Corner,0,3,0.0,-235,0
1964,Joe Harris,32,DET,Left Corner,2,5,40.0,-235,0
1965,Joe Ingles,36,ORL,Left Corner,5,15,33.3,-235,0
1966,Joel Embiid,30,PHI,Left Corner,2,4,50.0,-235,0
1967,John Collins,26,UTA,Left Corner,13,34,38.2,-235,0
1968,John Konchar,28,MEM,Left Corner,11,41,26.8,-235,0
1969,Johnny Davis,22,WAS,Left Corner,5,9,55.6,-235,0
1970,Johnny Juzang,23,UTA,Left Corner,10,19,52.6,-235,0
1971,Jonas Valanciunas,32,NOP,Left Corner,2,12,16.7,-235,0
1972,Jonathan Isaac,26,ORL,Left Corner,15,30,50.0,-235,0
1973,Jonathan Kuminga,21,GSW,Left Corner,12,27,44.4,-235,0
1974,Jontay Porter,24,DET,Left Corner,1,2,50.0,-235,0
1975,Jordan Clarkson,32,UTA,Left Corner,8,20,40.0,-235,0
1976,Jordan Ford,26,SAC,Left Corner,1,2,50.0,-235,0
1977,Jordan Goodwin,25,MEM,Left Corner,5,19,26.3,-235,0
1978,Jordan Hawkins,22,NOP,Left Corner,20,36,55.6,-235,0
1979,Jordan McLaughlin,28,MIN,Left Corner,6,18,33.3,-235,0
1980,Jordan Miller,24,LAC,Left Corner,1,1,100.0,-235,0
1981,Jordan Nwora,25,TOR,Left Corner,7,20,35.0,-235,0
1982,Jordan Poole,25,WAS,Left Corner,13,35,37.1,-235,0
1983,Jordan Walsh,20,BOS,Left Corner,0,2,0.0,-235,0
1984,Jose Alvarado,26,NOP,Left Corner,14,28,50.0,-235,0
1985,Josh Giddey,21,OKC,Left Corner,25,65,38.5,-235,0
1986,Josh Green,23,DAL,Left Corner,20,53,37.7,-235,0
1987,Josh Hart,29,NYK,Left Corner,8,26,30.8,-235,0
1988,Josh Minott,21,MIN,Left Corner,1,3,33.3,-235,0
1989,Josh Okogie,25,PHX,Left Corner,12,34,35.3,-235,0
1990,Josh Richardson,30,MIA,Left Corner,12,26,46.2,-235,0
1991,Jrue Holiday,34,BOS,Left Corner,30,51,58.8,-235,0
1992,Juan Toscano-Anderson,31,SAC,Left Corner,0,2,0.0,-235,0
1993,Jules Bernard,24,WAS,Left Corner,2,3,66.7,-235,0
1994,Julian Champagnie,23,SAS,Left Corner,19,49,38.8,-235,0
1995,Julian Phillips,20,CHI,Left Corner,3,9,33.3,-235,0
1996,Julian Strawther,22,DEN,Left Corner,3,10,30.0,-235,0
1997,Julius Randle,29,NYK,Left Corner,8,19,42.1,-235,0
1998,Justin Champagnie,23,WAS,Left Corner,2,13,15.4,-235,0
1999,Justin Holiday,35,DEN,Left Corner,16,33,48.5,-235,0
2000,Justin Minaya,25,POR,Left Corner,3,7,42.9,-235,0
2001,Jusuf Nurkic,29,PHX,Left Corner,1,6,16.7,-235,0
2002,KJ Martin,23,PHI,Left Corner,5,10,50.0,-235,0
2003,Kaiser Gates,27,NOP,Left Corner,0,0,0.0,-235,0
2004,Karl-Anthony Towns,28,MIN,Left Corner,9,21,42.9,-235,0
2005,Kawhi Leonard,33,LAC,Left Corner,16,38,42.1,-235,0
2006,Keegan Murray,23,SAC,Left Corner,29,79,36.7,-235,0
2007,Keita Bates-Diop,28,BKN,Left Corner,8,24,33.3,-235,0
2008,Keldon Johnson,24,SAS,Left Corner,21,58,36.2,-235,0
2009,Kelly Olynyk,33,TOR,Left Corner,6,11,54.5,-235,0
2010,Kelly Oubre Jr.,28,PHI,Left Corner,18,45,40.0,-235,0
2011,Kendall Brown,21,IND,Left Corner,0,1,0.0,-235,0
2012,Kenneth Lofton Jr.,21,UTA,Left Corner,0,2,0.0,-235,0
2013,Kenrich Williams,29,OKC,Left Corner,14,24,58.3,-235,0
2014,Kentavious Caldwell-Pope,31,DEN,Left Corner,21,59,35.6,-235,0
2015,Keon Ellis,24,SAC,Left Corner,10,29,34.5,-235,0
2016,Keon Johnson,22,BKN,Left Corner,0,0,0.0,-235,0
2017,Kessler Edwards,23,SAC,Left Corner,4,12,33.3,-235,0
2018,Kevin Durant,35,PHX,Left Corner,17,34,50.0,-235,0
2019,Kevin Huerter,25,SAC,Left Corner,11,30,36.7,-235,0
2020,Kevin Knox II,24,POR,Left Corner,5,11,45.5,-235,0
2021,Kevin Love,35,MIA,Left Corner,5,18,27.8,-235,0
2022,Kevon Looney,28,GSW,Left Corner,0,0,0.0,-235,0
2023,Keyontae Johnson,24,OKC,Left Corner,0,0,0.0,-235,0
2024,Keyonte George,20,UTA,Left Corner,14,34,41.2,-235,0
2025,Khris Middleton,32,MIL,Left Corner,17,33,51.5,-235,0
2026,Killian Hayes,22,DET,Left Corner,6,10,60.0,-235,0
2027,Kira Lewis Jr.,23,UTA,Left Corner,0,3,0.0,-235,0
2028,Klay Thompson,34,GSW,Left Corner,14,46,30.4,-235,0
2029,Kobe Brown,24,LAC,Left Corner,2,3,66.7,-235,0
2030,Kobe Bufkin,20,ATL,Left Corner,0,5,0.0,-235,0
2031,Kobi Simmons,26,TOR,Left Corner,0,1,0.0,-235,0
2032,Kris Dunn,30,UTA,Left Corner,10,19,52.6,-235,0
2033,Kris Murray,23,POR,Left Corner,11,41,26.8,-235,0
2034,Kristaps Porzingis,28,BOS,Left Corner,1,2,50.0,-235,0
2035,Kyle Anderson,30,MIN,Left Corner,5,16,31.3,-235,0
2036,Kyle Kuzma,28,WAS,Left Corner,24,66,36.4,-235,0
2037,Kyle Lowry,38,PHI,Left Corner,20,44,45.5,-235,0
2038,Kyrie Irving,32,DAL,Left Corner,19,39,48.7,-235,0
