,Player,Age,Team,Shot Type,FGM,FGA,FG%,X Coordinate,Y Coordinate
2939,DeJon Jarreau,26,MEM,Above Break,4,11,36.4,-10,250
2940,DeMar DeRozan,34,CHI,Above Break,48,155,31.0,-10,250
2941,Dean Wade,27,CLE,Above Break,48,126,38.1,-10,250
2942,Deandre Ayton,25,POR,Above Break,0,5,0.0,-10,250
2943,Dejounte Murray,27,ATL,Above Break,142,417,34.1,-10,250
2944,Delon Wright,32,MIA,Above Break,20,49,40.8,-10,250
2945,Deni Avdija,23,WAS,Above Break,57,166,34.3,-10,250
2946,Dennis Schroder,30,BKN,Above Break,112,298,37.6,-10,250
2947,Dennis Smith Jr.,26,BKN,Above Break,17,68,25.0,-10,250
2948,Dereck Lively II,20,DAL,Above Break,0,0,0.0,-10,250
2949,Dereon Seabron,24,NOP,Above Break,1,1,100.0,-10,250
2950,Derrick Jones Jr.,27,DAL,Above Break,32,91,35.2,-10,250
2951,Derrick Rose,35,MEM,Above Break,8,26,30.8,-10,250
2952,Derrick White,29,BOS,Above Break,152,384,39.6,-10,250
2953,Desmond Bane,26,MEM,Above Break,112,304,36.8,-10,250
2954,Devin Booker,27,PHX,Above Break,134,382,35.1,-10,250
2955,Devin Vassell,23,SAS,Above Break,122,354,34.5,-10,250
2956,Devonte' Graham,29,SAS,Above Break,22,70,31.4,-10,250
2957,Dexter Dennis,25,DAL,Above Break,1,8,12.5,-10,250
2958,Dillon Brooks,28,HOU,Above Break,106,305,34.8,-10,250
2959,Domantas Sabonis,28,SAC,Above Break,32,82,39.0,-10,250
2960,Dominick Barlow,21,SAS,Above Break,0,1,0.0,-10,250
2961,Donovan Mitchell,27,CLE,Above Break,174,467,37.3,-10,250
2962,Donte DiVincenzo,27,NYK,Above Break,196,515,38.1,-10,250
2963,Dorian Finney-Smith,31,BKN,Above Break,74,210,35.2,-10,250
2964,Doug McDermott,32,IND,Above Break,74,180,41.1,-10,250
2965,Draymond Green,34,GSW,Above Break,34,88,38.6,-10,250
2966,Drew Eubanks,27,PHX,Above Break,0,0,0.0,-10,250
2967,Drew Peterson,24,BOS,Above Break,3,4,75.0,-10,250
2968,Dru Smith,26,MIA,Above Break,4,12,33.3,-10,250
2969,Duncan Robinson,30,MIA,Above Break,139,356,39.0,-10,250
2970,Duop Reath,28,POR,Above Break,67,199,33.7,-10,250
2971,Dwight Powell,32,DAL,Above Break,0,1,0.0,-10,250
2972,Dylan Windler,27,ATL,Above Break,8,15,53.3,-10,250
2973,Dyson Daniels,21,NOP,Above Break,22,78,28.2,-10,250
2974,E.J. Liddell,23,NOP,Above Break,0,5,0.0,-10,250
2975,Emoni Bates,20,CLE,Above Break,7,27,25.9,-10,250
2976,Eric Gordon,35,PHX,Above Break,116,313,37.1,-10,250
2977,Eugene Omoruyi,27,WAS,Above Break,13,38,34.2,-10,250
2978,Evan Fournier,31,DET,Above Break,23,90,25.6,-10,250
2979,Evan Mobley,23,CLE,Above Break,13,33,39.4,-10,250
2980,Filip Petrusev,24,PHI,Above Break,0,0,0.0,-10,250
2981,Frank Ntilikina,25,CHA,Above Break,1,5,20.0,-10,250
2982,Franz Wagner,22,ORL,Above Break,85,289,29.4,-10,250
2983,Fred VanVleet,30,HOU,Above Break,200,523,38.2,-10,250
2984,Furkan Korkmaz,26,PHI,Above Break,12,36,33.3,-10,250
2985,GG Jackson,19,MEM,Above Break,70,219,32.0,-10,250
2986,Gabe Vincent,28,LAL,Above Break,3,23,13.0,-10,250
2987,Garrett Temple,38,TOR,Above Break,4,19,21.1,-10,250
2988,Garrison Mathews,27,ATL,Above Break,54,127,42.5,-10,250
2989,Gary Harris,29,ORL,Above Break,39,113,34.5,-10,250
2990,Gary Payton II,31,GSW,Above Break,7,18,38.9,-10,250
2991,Gary Trent Jr.,25,TOR,Above Break,148,374,39.6,-10,250
2992,Georges Niang,31,CLE,Above Break,99,253,39.1,-10,250
2993,Giannis Antetokounmpo,29,MIL,Above Break,34,120,28.3,-10,250
2994,Goga Bitadze,24,ORL,Above Break,2,10,20.0,-10,250
2995,Gordon Hayward,34,OKC,Above Break,25,62,40.3,-10,250
2996,Gradey Dick,20,TOR,Above Break,44,144,30.6,-10,250
2997,Grant Williams,25,CHA,Above Break,84,221,38.0,-10,250
2998,Grayson Allen,28,PHX,Above Break,140,310,45.2,-10,250
2999,Greg Brown III,22,DAL,Above Break,1,3,33.3,-10,250
3000,Gui Santos,22,GSW,Above Break,6,19,31.6,-10,250
3001,Hamidou Diallo,25,WAS,Above Break,0,0,0.0,-10,250
3002,Harrison Barnes,32,SAC,Above Break,81,219,37.0,-10,250
3003,Harry Giles III,26,LAL,Above Break,2,9,22.2,-10,250
3004,Haywood Highsmith,27,MIA,Above Break,40,108,37.0,-10,250
3005,Henri Drell,24,CHI,Above Break,1,3,33.3,-10,250
3006,Herbert Jones,25,NOP,Above Break,44,123,35.8,-10,250
3007,Hunter Tyson,24,DEN,Above Break,3,13,23.1,-10,250
3008,Ibou Badji,21,POR,Above Break,0,0,0.0,-10,250
3009,Immanuel Quickley,25,TOR,Above Break,145,345,42.0,-10,250
3010,Isaac Okoro,23,CLE,Above Break,29,74,39.2,-10,250
3011,Isaiah Hartenstein,26,NYK,Above Break,1,3,33.3,-10,250
3012,Isaiah Jackson,22,IND,Above Break,0,2,0.0,-10,250
3013,Isaiah Joe,24,OKC,Above Break,113,271,41.7,-10,250
3014,Isaiah Livers,25,DET,Above Break,13,47,27.7,-10,250
3015,Isaiah Mobley,24,CLE,Above Break,2,6,33.3,-10,250
3016,Isaiah Stewart,23,DET,Above Break,44,111,39.6,-10,250
3017,Isaiah Thomas,35,PHX,Above Break,1,2,50.0,-10,250
3018,Ish Smith,35,CHA,Above Break,3,6,50.0,-10,250
3019,Ish Wainright,29,PHX,Above Break,4,15,26.7,-10,250
3020,Ivica Zubac,27,LAC,Above Break,0,0,0.0,-10,250
3021,Izaiah Brockington,24,NOP,Above Break,0,1,0.0,-10,250
3022,JD Davison,21,BOS,Above Break,3,6,50.0,-10,250
3023,JT Thor,21,CHA,Above Break,14,38,36.8,-10,250
3024,Ja Morant,24,MEM,Above Break,13,46,28.3,-10,250
3025,JaVale McGee,36,SAC,Above Break,1,7,14.3,-10,250
3026,Jabari Smith Jr.,21,HOU,Above Break,105,302,34.8,-10,250
3027,Jabari Walker,21,POR,Above Break,21,71,29.6,-10,250
3028,Jack White,26,OKC,Above Break,2,8,25.0,-10,250
3029,Jacob Gilyard,25,BKN,Above Break,36,94,38.3,-10,250
3030,Jacob Toppin,24,NYK,Above Break,1,3,33.3,-10,250
3031,Jaden Hardy,21,DAL,Above Break,60,162,37.0,-10,250
3032,Jaden Ivey,22,DET,Above Break,96,280,34.3,-10,250
3033,Jaden McDaniels,23,MIN,Above Break,28,94,29.8,-10,250
3034,Jaden Springer,21,BOS,Above Break,5,26,19.2,-10,250
3035,Jae Crowder,33,MIL,Above Break,28,88,31.8,-10,250
3036,Jae'Sean Tate,28,HOU,Above Break,9,33,27.3,-10,250
3037,Jahmi'us Ramsey,23,TOR,Above Break,4,16,25.0,-10,250
3038,Jaime Jaquez Jr.,23,MIA,Above Break,30,90,33.3,-10,250
3039,Jake LaRavia,22,MEM,Above Break,41,127,32.3,-10,250
3040,Jakob Poltl,28,TOR,Above Break,0,0,0.0,-10,250
3041,Jalen Brunson,27,NYK,Above Break,178,453,39.3,-10,250
3042,Jalen Crutcher,24,NOP,Above Break,0,0,0.0,-10,250
3043,Jalen Duren,20,DET,Above Break,0,4,0.0,-10,250
3044,Jalen Green,22,HOU,Above Break,179,544,32.9,-10,250
3045,Jalen Hood-Schifino,21,LAL,Above Break,2,14,14.3,-10,250
3046,Jalen Johnson,22,ATL,Above Break,53,138,38.4,-10,250
3047,Jalen McDaniels,26,TOR,Above Break,6,49,12.2,-10,250
3048,Jalen Pickett,24,DEN,Above Break,9,23,39.1,-10,250
3049,Jalen Slawson,24,SAC,Above Break,0,2,0.0,-10,250
3050,Jalen Smith,24,IND,Above Break,51,119,42.9,-10,250
3051,Jalen Suggs,23,ORL,Above Break,114,280,40.7,-10,250
3052,Jalen Williams,23,OKC,Above Break,90,215,41.9,-10,250
3053,Jalen Wilson,23,BKN,Above Break,13,43,30.2,-10,250
3054,Jamal Cain,25,MIA,Above Break,6,12,50.0,-10,250
3055,Jamal Murray,27,DEN,Above Break,134,300,44.7,-10,250
3056,Jamaree Bouyea,25,SAS,Above Break,1,8,12.5,-10,250
3057,James Bouknight,23,CHA,Above Break,11,22,50.0,-10,250
3058,James Harden,34,LAC,Above Break,171,450,38.0,-10,250
3059,James Johnson,37,IND,Above Break,0,2,0.0,-10,250
3060,James Wiseman,23,DET,Above Break,0,1,0.0,-10,250
3061,Jarace Walker,20,IND,Above Break,18,43,41.9,-10,250
3062,Jared Butler,23,WAS,Above Break,17,62,27.4,-10,250
3063,Jared Rhoden,24,DET,Above Break,6,16,37.5,-10,250
3064,Jaren Jackson Jr.,24,MEM,Above Break,99,301,32.9,-10,250
3065,Jarred Vanderbilt,25,LAL,Above Break,0,5,0.0,-10,250
3066,Jarrett Allen,26,CLE,Above Break,0,4,0.0,-10,250
3067,Jason Preston,24,UTA,Above Break,0,2,0.0,-10,250
3068,Javon Freeman-Liberty,24,TOR,Above Break,6,30,20.0,-10,250
3069,Javonte Green,30,CHI,Above Break,4,10,40.0,-10,250
3070,Jaxson Hayes,24,LAL,Above Break,0,6,0.0,-10,250
3071,Jay Huff,26,DEN,Above Break,3,9,33.3,-10,250
3072,Jaylen Brown,27,BOS,Above Break,112,322,34.8,-10,250
3073,Jaylen Nowell,24,SAC,Above Break,5,23,21.7,-10,250
3074,Jaylin Williams,22,OKC,Above Break,41,110,37.3,-10,250
3075,Jayson Tatum,26,BOS,Above Break,215,567,37.9,-10,250
3076,Jeff Dowtin Jr.,27,PHI,Above Break,8,17,47.1,-10,250
3077,Jeff Green,37,HOU,Above Break,28,82,34.1,-10,250
3078,Jerami Grant,30,POR,Above Break,64,174,36.8,-10,250
3079,Jeremiah Robinson-Earl,23,NOP,Above Break,5,17,29.4,-10,250
3080,Jeremy Sochan,21,SAS,Above Break,46,148,31.1,-10,250
3081,Jericho Sims,25,NYK,Above Break,0,0,0.0,-10,250
3082,Jermaine Samuels Jr.,25,HOU,Above Break,0,0,0.0,-10,250
3083,Jerome Robinson,27,GSW,Above Break,2,13,15.4,-10,250
3084,Jett Howard,20,ORL,Above Break,7,23,30.4,-10,250
3085,Jevon Carter,28,CHI,Above Break,54,172,31.4,-10,250
3086,Jimmy Butler,34,MIA,Above Break,27,72,37.5,-10,250
3087,Jock Landale,28,HOU,Above Break,9,36,25.0,-10,250
3088,Joe Harris,32,DET,Above Break,3,16,18.8,-10,250
3089,Joe Ingles,36,ORL,Above Break,53,125,42.4,-10,250
3090,Joel Embiid,30,PHI,Above Break,50,130,38.5,-10,250
3091,John Collins,26,UTA,Above Break,48,129,37.2,-10,250
3092,John Konchar,28,MEM,Above Break,21,60,35.0,-10,250
3093,Johnny Davis,22,WAS,Above Break,7,21,33.3,-10,250
3094,Johnny Juzang,23,UTA,Above Break,18,39,46.2,-10,250
3095,Jonas Valanciunas,32,NOP,Above Break,33,96,34.4,-10,250
3096,Jonathan Isaac,26,ORL,Above Break,17,55,30.9,-10,250
3097,Jonathan Kuminga,21,GSW,Above Break,32,112,28.6,-10,250
3098,Jontay Porter,24,DET,Above Break,17,55,30.9,-10,250
3099,Jordan Clarkson,32,UTA,Above Break,75,260,28.8,-10,250
3100,Jordan Ford,26,SAC,Above Break,1,1,100.0,-10,250
3101,Jordan Goodwin,25,MEM,Above Break,29,104,27.9,-10,250
3102,Jordan Hawkins,22,NOP,Above Break,75,222,33.8,-10,250
3103,Jordan McLaughlin,28,MIN,Above Break,22,44,50.0,-10,250
3104,Jordan Miller,24,LAC,Above Break,0,0,0.0,-10,250
3105,Jordan Nwora,25,TOR,Above Break,30,90,33.3,-10,250
3106,Jordan Poole,25,WAS,Above Break,163,495,32.9,-10,250
3107,Jordan Walsh,20,BOS,Above Break,2,5,40.0,-10,250
3108,Jose Alvarado,26,NOP,Above Break,49,146,33.6,-10,250
3109,Josh Giddey,21,OKC,Above Break,47,147,32.0,-10,250
3110,Josh Green,23,DAL,Above Break,26,67,38.8,-10,250
3111,Josh Hart,29,NYK,Above Break,58,192,30.2,-10,250
3112,Josh Minott,21,MIN,Above Break,3,7,42.9,-10,250
3113,Josh Okogie,25,PHX,Above Break,11,34,32.4,-10,250
3114,Josh Richardson,30,MIA,Above Break,48,143,33.6,-10,250
3115,Jrue Holiday,34,BOS,Above Break,83,230,36.1,-10,250
3116,Juan Toscano-Anderson,31,SAC,Above Break,0,1,0.0,-10,250
3117,Jules Bernard,24,WAS,Above Break,8,24,33.3,-10,250
3118,Julian Champagnie,23,SAS,Above Break,68,184,37.0,-10,250
3119,Julian Phillips,20,CHI,Above Break,2,16,12.5,-10,250
3120,Julian Strawther,22,DEN,Above Break,35,122,28.7,-10,250
3121,Julius Randle,29,NYK,Above Break,57,207,27.5,-10,250
3122,Justin Champagnie,23,WAS,Above Break,7,23,30.4,-10,250
3123,Justin Holiday,35,DEN,Above Break,21,66,31.8,-10,250
3124,Justin Minaya,25,POR,Above Break,8,37,21.6,-10,250
3125,Jusuf Nurkic,29,PHX,Above Break,21,81,25.9,-10,250
3126,KJ Martin,23,PHI,Above Break,2,13,15.4,-10,250
3127,Kaiser Gates,27,NOP,Above Break,0,2,0.0,-10,250
3128,Karl-Anthony Towns,28,MIN,Above Break,124,297,41.8,-10,250
3129,Kawhi Leonard,33,LAC,Above Break,110,267,41.2,-10,250
3130,Keegan Murray,23,SAC,Above Break,141,376,37.5,-10,250
3131,Keita Bates-Diop,28,BKN,Above Break,7,25,28.0,-10,250
3132,Keldon Johnson,24,SAS,Above Break,90,249,36.1,-10,250
3133,Kelly Olynyk,33,TOR,Above Break,47,126,37.3,-10,250
3134,Kelly Oubre Jr.,28,PHI,Above Break,68,220,30.9,-10,250
3135,Kendall Brown,21,IND,Above Break,0,1,0.0,-10,250
3136,Kenneth Lofton Jr.,21,UTA,Above Break,6,20,30.0,-10,250
3137,Kenrich Williams,29,OKC,Above Break,35,93,37.6,-10,250
3138,Kentavious Caldwell-Pope,31,DEN,Above Break,74,187,39.6,-10,250
3139,Keon Ellis,24,SAC,Above Break,51,114,44.7,-10,250
3140,Keon Johnson,22,BKN,Above Break,3,9,33.3,-10,250
3141,Kessler Edwards,23,SAC,Above Break,11,30,36.7,-10,250
3142,Kevin Durant,35,PHX,Above Break,136,339,40.1,-10,250
3143,Kevin Huerter,25,SAC,Above Break,96,279,34.4,-10,250
3144,Kevin Knox II,24,POR,Above Break,19,58,32.8,-10,250
3145,Kevin Love,35,MIA,Above Break,75,208,36.1,-10,250
3146,Kevon Looney,28,GSW,Above Break,0,0,0.0,-10,250
3147,Keyontae Johnson,24,OKC,Above Break,0,2,0.0,-10,250
3148,Keyonte George,20,UTA,Above Break,126,379,33.2,-10,250
3149,Khris Middleton,32,MIL,Above Break,72,197,36.5,-10,250
3150,Killian Hayes,22,DET,Above Break,14,53,26.4,-10,250
3151,Kira Lewis Jr.,23,UTA,Above Break,4,25,16.0,-10,250
3152,Klay Thompson,34,GSW,Above Break,231,597,38.7,-10,250
3153,Kobe Brown,24,LAC,Above Break,10,33,30.3,-10,250
3154,Kobe Bufkin,20,ATL,Above Break,8,30,26.7,-10,250
3155,Kobi Simmons,26,TOR,Above Break,2,4,50.0,-10,250
3156,Kris Dunn,30,UTA,Above Break,25,70,35.7,-10,250
3157,Kris Murray,23,POR,Above Break,21,91,23.1,-10,250
3158,Kristaps Porzingis,28,BOS,Above Break,109,283,38.5,-10,250
3159,Kyle Anderson,30,MIN,Above Break,1,12,8.3,-10,250
3160,Kyle Kuzma,28,WAS,Above Break,107,340,31.5,-10,250
3161,Kyle Lowry,38,PHI,Above Break,70,183,38.3,-10,250
3162,Kyrie Irving,32,DAL,Above Break,137,347,39.5,-10,250
3163,LaMelo Ball,22,CHA,Above Break,54,165,32.7,-10,250
3164,Lamar Stevens,26,MEM,Above Break,8,19,42.1,-10,250
3165,Landry Shamet,27,WAS,Above Break,33,110,30.0,-10,250
3166,Larry Nance Jr.,31,NOP,Above Break,11,24,45.8,-10,250
3167,Lauri Markkanen,27,UTA,Above Break,139,355,39.2,-10,250
3168,LeBron James,39,LAL,Above Break,129,318,40.6,-10,250
3169,Leaky Black,25,CHA,Above Break,4,10,40.0,-10,250
3170,Leonard Miller,20,MIN,Above Break,1,3,33.3,-10,250
3171,Lester Quinones,23,GSW,Above Break,23,69,33.3,-10,250
3172,Lindell Wigginton,26,MIL,Above Break,0,2,0.0,-10,250
3173,Lindy Waters III,26,OKC,Above Break,24,60,40.0,-10,250
3174,Lonnie Walker IV,25,BKN,Above Break,76,207,36.7,-10,250
3175,Luguentz Dort,25,OKC,Above Break,110,281,39.1,-10,250
3176,Luka Doncic,25,DAL,Above Break,277,713,38.8,-10,250
3177,Luka Garza,25,MIN,Above Break,8,30,26.7,-10,250
3178,Luka Samanic,24,UTA,Above Break,6,38,15.8,-10,250
3179,Luke Kennard,28,MEM,Above Break,96,210,45.7,-10,250
3180,Luke Kornet,28,BOS,Above Break,1,1,100.0,-10,250
3181,Malachi Flynn,26,DET,Above Break,44,142,31.0,-10,250
3182,Malaki Branham,21,SAS,Above Break,65,194,33.5,-10,250
3183,Malcolm Brogdon,31,POR,Above Break,70,173,40.5,-10,250
3184,Malik Beasley,27,MIL,Above Break,119,317,37.5,-10,250
3185,Malik Monk,26,SAC,Above Break,123,360,34.2,-10,250
3186,Malik Williams,25,TOR,Above Break,1,4,25.0,-10,250
3187,Mamadi Diakite,27,NYK,Above Break,0,1,0.0,-10,250
3188,MarJon Beauchamp,23,MIL,Above Break,16,44,36.4,-10,250
3189,Marcus Morris Sr.,34,CLE,Above Break,33,81,40.7,-10,250
3190,Marcus Sasser,23,DET,Above Break,74,203,36.5,-10,250
3191,Marcus Smart,30,MEM,Above Break,31,98,31.6,-10,250
3192,Mark Williams,22,CHA,Above Break,0,0,0.0,-10,250
3193,Markelle Fultz,26,ORL,Above Break,1,4,25.0,-10,250
3194,Markieff Morris,34,DAL,Above Break,10,32,31.3,-10,250
3195,Marques Bolden,26,CHA,Above Break,0,1,0.0,-10,250
3196,Marvin Bagley III,25,WAS,Above Break,6,16,37.5,-10,250
3197,Mason Jones,25,SAC,Above Break,2,6,33.3,-10,250
3198,Mason Plumlee,34,LAC,Above Break,0,2,0.0,-10,250
3199,Matisse Thybulle,27,POR,Above Break,44,135,32.6,-10,250
3200,Matt Hurt,24,MEM,Above Break,3,14,21.4,-10,250
3201,Matt Ryan,27,NOP,Above Break,25,62,40.3,-10,250
3202,Max Christie,21,LAL,Above Break,20,66,30.3,-10,250
3203,Max Strus,28,CLE,Above Break,129,362,35.6,-10,250
3204,Maxi Kleber,32,DAL,Above Break,24,59,40.7,-10,250
3205,Maxwell Lewis,21,LAL,Above Break,0,6,0.0,-10,250
3206,Micah Potter,26,UTA,Above Break,1,7,14.3,-10,250
3207,Michael Porter Jr.,26,DEN,Above Break,167,431,38.7,-10,250
3208,Mikal Bridges,27,BKN,Above Break,137,382,35.9,-10,250
3209,Mike Conley,36,MIN,Above Break,131,307,42.7,-10,250
3210,Mike Muscala,33,OKC,Above Break,18,71,25.4,-10,250
3211,Miles Bridges,26,CHA,Above Break,127,352,36.1,-10,250
3212,Miles McBride,23,NYK,Above Break,61,154,39.6,-10,250
3213,Mitchell Robinson,26,NYK,Above Break,0,0,0.0,-10,250
3214,Mo Bamba,26,PHI,Above Break,24,56,42.9,-10,250
3215,Monte Morris,29,MIN,Above Break,16,45,35.6,-10,250
3216,Moritz Wagner,27,ORL,Above Break,24,74,32.4,-10,250
3217,Moses Brown,24,POR,Above Break,0,0,0.0,-10,250
3218,Moses Moody,22,GSW,Above Break,55,145,37.9,-10,250
3219,Mouhamadou Gueye,25,TOR,Above Break,0,3,0.0,-10,250
3220,Mouhamed Gueye,21,ATL,Above Break,3,4,75.0,-10,250
3221,Moussa Diabate,22,LAC,Above Break,0,0,0.0,-10,250
3222,Myles Turner,28,IND,Above Break,103,282,36.5,-10,250
3223,Maozinha Pereira,23,MEM,Above Break,2,6,33.3,-10,250
3224,Naji Marshall,26,NOP,Above Break,23,61,37.7,-10,250
3225,Nassir Little,24,PHX,Above Break,13,45,28.9,-10,250
3226,Nate Hinton,25,HOU,Above Break,7,12,58.3,-10,250
3227,Nate Williams,25,HOU,Above Break,1,1,100.0,-10,250
3228,Nathan Mensah,26,CHA,Above Break,0,0,0.0,-10,250
3229,Naz Reid,24,MIN,Above Break,121,290,41.7,-10,250
3230,Neemias Queta,24,BOS,Above Break,0,0,0.0,-10,250
3231,Nic Claxton,25,BKN,Above Break,0,1,0.0,-10,250
3232,Nick Richards,26,CHA,Above Break,0,1,0.0,-10,250
3233,Nick Smith Jr.,20,CHA,Above Break,43,108,39.8,-10,250
3234,Nickeil Alexander-Walker,25,MIN,Above Break,58,169,34.3,-10,250
3235,Nicolas Batum,35,PHI,Above Break,29,81,35.8,-10,250
3236,Nikola Jokic,29,DEN,Above Break,81,215,37.7,-10,250
3237,Nikola Jovic,21,MIA,Above Break,42,114,36.8,-10,250
3238,Nikola Vucevic,33,CHI,Above Break,85,293,29.0,-10,250
3239,Noah Clowney,19,BKN,Above Break,2,12,16.7,-10,250
3240,Norman Powell,31,LAC,Above Break,97,254,38.2,-10,250
3241,OG Anunoby,26,NYK,Above Break,42,131,32.1,-10,250
3242,Obi Toppin,26,IND,Above Break,59,146,40.4,-10,250
3243,Ochai Agbaji,24,TOR,Above Break,25,111,22.5,-10,250
3244,Olivier Sarr,25,OKC,Above Break,0,3,0.0,-10,250
3245,Olivier-Maxence Prosper,21,DAL,Above Break,7,20,35.0,-10,250
3246,Omer Yurtseven,26,UTA,Above Break,2,13,15.4,-10,250
3247,Onuralp Bitim,25,CHI,Above Break,8,29,27.6,-10,250
3248,Onyeka Okongwu,23,ATL,Above Break,1,17,5.9,-10,250
3249,Orlando Robinson,23,MIA,Above Break,4,11,36.4,-10,250
3250,Oscar Tshiebwe,24,IND,Above Break,0,0,0.0,-10,250
3251,Oshae Brissett,26,BOS,Above Break,7,30,23.3,-10,250
3252,Otto Porter Jr.,31,TOR,Above Break,4,14,28.6,-10,250
3253,Ousmane Dieng,21,OKC,Above Break,10,48,20.8,-10,250
3254,P.J. Tucker,39,LAC,Above Break,0,0,0.0,-10,250
3255,P.J. Washington,25,DAL,Above Break,104,295,35.3,-10,250
3256,Paolo Banchero,21,ORL,Above Break,112,322,34.8,-10,250
3257,Pascal Siakam,30,IND,Above Break,51,171,29.8,-10,250
3258,Pat Connaughton,31,MIL,Above Break,43,139,30.9,-10,250
3259,Pat Spencer,27,GSW,Above Break,0,2,0.0,-10,250
3260,Patrick Baldwin Jr.,21,WAS,Above Break,24,79,30.4,-10,250
3261,Patrick Beverley,35,MIL,Above Break,34,122,27.9,-10,250
3262,Patrick Williams,22,CHI,Above Break,38,100,38.0,-10,250
3263,Patty Mills,35,MIA,Above Break,15,60,25.0,-10,250
3264,Paul George,34,LAC,Above Break,203,495,41.0,-10,250
3265,Paul Reed,25,PHI,Above Break,16,39,41.0,-10,250
3266,Payton Pritchard,26,BOS,Above Break,102,273,37.4,-10,250
3267,Pete Nance,24,CLE,Above Break,1,1,100.0,-10,250
3268,Peyton Watson,21,DEN,Above Break,25,77,32.5,-10,250
3269,Precious Achiuwa,24,NYK,Above Break,12,51,23.5,-10,250
3270,Quentin Grimes,24,DET,Above Break,53,157,33.8,-10,250
3271,Quenton Jackson,25,IND,Above Break,0,0,0.0,-10,250
3272,R.J. Hampton,23,MIA,Above Break,1,5,20.0,-10,250
3273,RJ Barrett,24,TOR,Above Break,54,159,34.0,-10,250
3274,RaiQuan Gray,24,SAS,Above Break,3,6,50.0,-10,250
3275,Rayan Rupert,20,POR,Above Break,18,51,35.3,-10,250
3276,Reggie Bullock Jr.,33,HOU,Above Break,11,38,28.9,-10,250
3277,Reggie Jackson,34,DEN,Above Break,78,220,35.5,-10,250
3278,Richaun Holmes,30,WAS,Above Break,0,1,0.0,-10,250
3279,Ricky Council IV,22,PHI,Above Break,8,22,36.4,-10,250
3280,Robert Covington,33,PHI,Above Break,12,40,30.0,-10,250
3281,Robert Williams III,26,POR,Above Break,0,0,0.0,-10,250
3282,Robin Lopez,36,MIL,Above Break,0,3,0.0,-10,250
3283,Royce O'Neale,31,PHX,Above Break,123,339,36.3,-10,250
3284,Rudy Gobert,32,MIN,Above Break,0,2,0.0,-10,250
3285,Rui Hachimura,26,LAL,Above Break,49,123,39.8,-10,250
3286,Russell Westbrook,35,LAC,Above Break,23,86,26.7,-10,250
3287,Ryan Arcidiacono,30,NYK,Above Break,0,5,0.0,-10,250
3288,Ryan Rollins,21,MIL,Above Break,2,3,66.7,-10,250
3289,Saben Lee,25,PHX,Above Break,1,6,16.7,-10,250
3290,Saddiq Bey,25,ATL,Above Break,60,180,33.3,-10,250
3291,Sam Hauser,26,BOS,Above Break,137,340,40.3,-10,250
3292,Sam Merrill,28,CLE,Above Break,112,281,39.9,-10,250
3293,Sandro Mamukelashvili,25,SAS,Above Break,14,42,33.3,-10,250
3294,Santi Aldama,23,MEM,Above Break,78,209,37.3,-10,250
3295,Sasha Vezenkov,28,SAC,Above Break,29,81,35.8,-10,250
3296,Scoot Henderson,20,POR,Above Break,76,230,33.0,-10,250
3297,Scottie Barnes,22,TOR,Above Break,86,248,34.7,-10,250
3298,Scotty Pippen Jr.,23,MEM,Above Break,26,64,40.6,-10,250
3299,Seth Curry,33,CHA,Above Break,20,67,29.9,-10,250
3300,Seth Lundy,24,ATL,Above Break,1,8,12.5,-10,250
3301,Shaedon Sharpe,21,POR,Above Break,49,144,34.0,-10,250
3302,Shai Gilgeous-Alexander,25,OKC,Above Break,86,252,34.1,-10,250
3303,Shake Milton,27,NYK,Above Break,7,36,19.4,-10,250
3304,Sidy Cissoko,20,SAS,Above Break,0,5,0.0,-10,250
3305,Simone Fontecchio,28,DET,Above Break,69,184,37.5,-10,250
3306,Skylar Mays,26,LAL,Above Break,14,46,30.4,-10,250
3307,Spencer Dinwiddie,31,LAL,Above Break,76,272,27.9,-10,250
3308,Stanley Umude,25,DET,Above Break,10,24,41.7,-10,250
3309,Stephen Curry,36,GSW,Above Break,315,796,39.6,-10,250
3310,Svi Mykhailiuk,27,BOS,Above Break,26,77,33.8,-10,250
3311,T.J. McConnell,32,IND,Above Break,12,34,35.3,-10,250
3312,T.J. Warren,30,MIN,Above Break,1,8,12.5,-10,250
3313,Taj Gibson,39,DET,Above Break,1,2,50.0,-10,250
3314,Talen Horton-Tucker,23,UTA,Above Break,47,142,33.1,-10,250
3315,Tari Eason,23,HOU,Above Break,13,34,38.2,-10,250
3316,Taurean Prince,30,LAL,Above Break,83,194,42.8,-10,250
3317,Taylor Hendricks,20,UTA,Above Break,20,64,31.3,-10,250
3318,Taze Moore,26,POR,Above Break,1,5,20.0,-10,250
3319,Terance Mann,27,LAC,Above Break,28,93,30.1,-10,250
3320,Terquavion Smith,21,PHI,Above Break,12,31,38.7,-10,250
3321,Terry Rozier,30,MIA,Above Break,103,278,37.1,-10,250
3322,Terry Taylor,24,CHI,Above Break,0,2,0.0,-10,250
3323,Thaddeus Young,36,PHX,Above Break,0,3,0.0,-10,250
3324,Thanasis Antetokounmpo,31,MIL,Above Break,0,0,0.0,-10,250
3325,Theo Maledon,23,PHX,Above Break,3,20,15.0,-10,250
3326,Thomas Bryant,26,MIA,Above Break,2,15,13.3,-10,250
3327,Tim Hardaway Jr.,32,DAL,Above Break,150,439,34.2,-10,250
